3.512018141	1.1
4.391995465	1.2
4.738321995	1.3
5.043083900	1.4
5.304308390	1.5
5.623582766	1.6
5.942857143	1.7
6.240362812	1.8
6.595918367	2.1
7.169160998	2.2
7.500045351	2.3
7.778684807	2.4
8.055464853	2.5
8.356281179	2.6
8.649433107	2.7
8.966666667	2.8
9.306666667	3.1
9.833333333	3.2
10.222585034	3.3
10.470748299	3.4
10.713333333	3.5
11.017868481	3.6
11.313922902	3.7
11.557732426	3.8
11.886666667	4.1
12.426666667	4.2
12.765170068	4.3
13.026394558	4.4
13.299229025	4.5
13.601088435	4.6
13.949387755	4.7
14.291882086	4.8
14.666666667	5.1
15.313560091	5.2
15.603809524	5.3
15.865079365	5.4
16.121927438	5.5
16.370612245	5.6
16.660317460	5.7
16.950566893	5.8
17.298866213	6.1
17.832925170	6.2
18.140589569	6.3
18.390204082	6.4
18.657233560	6.5
18.976507937	6.6
19.272562358	6.7
19.580226757	6.8
19.840000000	7.1
20.404535147	7.2
20.728616780	7.3
21.012086168	7.4
21.298684807	7.5
21.548117914	7.6
21.794625850	7.7
22.136122449	7.8
22.469138322	8.1
23.010975057	8.2
23.317233560	8.3
23.531972789	8.4
23.835283447	8.5
24.055873016	8.6
24.404172336	8.7
24.791088435	8.8
25.177619048	9.1
25.520000000	9.2
25.912403628	9.3
26.192562358	9.4
26.488163265	9.5
26.729002268	9.6
27.028027211	9.7
27.378208617	9.8
27.817505669	10.1
28.223854875	10.2
28.554739229	10.3
28.848004535	10.4
29.098798186	10.5
29.396462585	10.6
29.651882086	10.7
29.928934240	10.8
30.348480726	11.1
30.870929705	11.2
31.172789116	11.3
31.434013605	11.4
31.712653061	11.5
31.950657596	11.6
32.275736961	11.7
32.560181406	11.8
32.873650794	12.1
33.260000000	12.2
33.556213152	12.3
33.802448980	12.4
34.052063492	12.5
34.348117914	12.6
34.632562358	12.7
34.900181406	12.8
35.317551020	13.1
35.816780045	13.2
36.179591837	13.3
36.414693878	13.4
36.710748299	13.5
37.030022676	13.6
37.268934240	13.7
37.611655329	13.8
37.883356009	14.1
38.246666667	14.2
38.613333333	14.3
38.844081633	14.4
39.140136054	14.5
39.450702948	14.6
39.746757370	14.7
40.106666667	14.8
40.425941043	15.1
41.087709751	15.2
41.440000000	15.3
