3.494603175	1.2054	1.1
4.700000000	0.592698	1.2
5.292698413	0.64	1.3
5.932698413	0.647302	1.4
6.580000000	0.896825	2.1
7.476825397	0.578639	2.2
8.055464853	0.575533	2.3
8.630997732	0.675669	2.4
9.306666667	0.886667	3.1
10.193333333	0.544444	3.2
10.737777778	0.548571	3.3
11.286349206	0.600317	3.4
11.886666667	0.852381	4.1
12.739047619	0.534286	4.2
13.273333333	0.674603	4.3
13.947936508	0.71873	4.4
14.666666667	0.926984	5.1
15.593650794	0.528277	5.2
16.121927438	0.516485	5.3
16.638412698	0.631429	5.4
17.269841270	0.842245	6.1
18.112086168	0.515329	6.2
18.627414966	0.569206	6.3
19.196621315	0.643379	6.4
19.840000000	0.888617	7.1
20.728616780	0.570068	7.2
21.298684807	0.495941	7.3
21.794625850	0.674512	7.4
22.469138322	0.848095	8.1
23.317233560	0.485442	8.2
23.802675737	0.649388	8.3
24.452063492	0.725556	8.4
25.177619048	0.734785	9.1
25.912403628	0.549138	9.2
26.461541950	0.551701	9.3
27.013242630	0.811519	9.4
27.824761905	0.755329	10.1
28.580090703	0.518707	10.2
29.098798186	0.533719	10.3
29.632517007	0.771088	10.4
30.403605442	0.793855	11.1
31.197460317	0.462902	11.2
31.660362812	0.593605	11.3
32.253968254	0.698617	11.4
32.952585034	0.603628	12.1
33.556213152	0.484172	12.2
34.040385488	0.566417	12.3
34.606802721	0.796825	12.4
35.403628118	0.751293	13.1
36.154920635	0.517052	13.2
36.671972789	0.596961	13.3
37.268934240	0.597732	13.4
37.866666667	0.746667	14.1
38.613333333	0.500454	14.2
39.113786848	0.637324	14.3
39.751111111	0.687891	14.4
40.439002268	1.001	15.1
41.440000000	0.546667	15.2
41.986666667	0.56	15.3
42.546666667	0.566667	15.4
43.113333333	0.670794	16.1
43.784126984	0.544195	16.2
44.328321995	0.491406	16.3
44.819727891	0.674059	16.4
45.493786848	0.648617	17.1
46.142403628	0.595011	17.2
46.737414966	0.550998	17.3
47.288412698	0.665397	17.4
47.953809524	0.684739	18.1
48.638548753	0.544218	18.2
49.182766440	0.595011	18.3
49.777777778	0.708594	18.4
50.486371882	0.851497	19.1
51.337868481	0.515465	19.2
51.853333333	0.540068	19.3
52.393401361	0.579932	19.4
52.973333333	0.730068	20.1
53.703401361	0.516599	20.2
54.220000000	0.56	20.3
54.780000000	0.653469	20.4
55.433469388	0.725283	21.1
56.158752834	0.54873	21.2
56.707482993	0.565261	21.3
57.272743764	0.595102	21.4
57.867845805	0.722971	22.1
58.590816327	0.562018	22.2
59.152834467	0.503583	22.3
59.656417234	0.668005	22.4
60.324421769	0.720998	23.1
61.045419501	0.486757	23.2
61.532176871	0.575669	23.3
62.107845805	0.608413	23.4
62.716258503	0.609365	24.1
63.325623583	0.501497	24.2
63.827120181	0.575828	24.3
64.402947846	0.690385	24.4
65.093333333	0.918073	25.1
66.011405896	0.501927	25.2
66.513333333	0.573107	25.3
67.086439909	0.551383	25.4
67.637823129	0.685306	26.1
68.323129252	0.508617	26.2
68.831746032	0.667891	26.3
69.499637188	0.776213	26.4
70.275850340	0.915079	27.1
71.190929705	0.535079	27.2
71.726009070	0.582381	27.3
72.308390023	0.587755	27.4
72.896145125	0.796054	28.1
73.692199546	0.575374	28.2
74.267573696	0.506939	28.3
74.774512472	0.665805	28.4
75.440317460	0.696939	29.1
76.137256236	0.532131	29.2
76.669387755	0.515193	29.3
77.184580499	0.659138	29.4
77.843718821	0.567166	30.1
78.410884354	0.544218	30.2
78.955102041	0.573243	30.3
79.528344671	0.754853	30.4
80.283197279	0.879478	31.1
81.162675737	0.490522	31.2
81.653197279	0.602245	31.3
82.255442177	0.543356	31.4
82.798798186	0.567234	32.1
83.366031746	0.465261	32.2
83.831292517	0.631293	32.3
84.462585034	0.682086	32.4
85.144671202	0.768662	33.1
85.913333333	0.570363	33.2
86.483696145	0.529637	33.3
87.013333333	0.58	33.4
87.593333333	0.565873	34.1
88.159206349	0.515556	34.2
88.674761905	0.664535	34.3
89.339297052	0.92712	34.4
90.266417234	0.759615	35.1
91.026031746	0.542789	35.2
91.568820862	0.614399	35.3
92.183219955	0.630113	35.4
92.813333333	0.657982	36.1
93.471315193	0.564354	36.2
94.035668934	0.522404	36.3
94.558072562	0.668594	36.4
95.226666667	0.597052	37.1
95.823718821	0.556281	37.2
96.380000000	0.628617	37.3
97.008616780	0.568571	37.4
97.577188209	0.64322	38.1
98.220408163	0.552857	38.2
98.773265306	0.563401	38.3
99.336666667	0.837392	38.4
100.174058957	1.14476	39.1
101.318820862	0.571066	39.2
101.889886621	0.54288	39.3
102.432766440	0.554989	39.4
102.987755102	0.534218	40.1
103.521972789	0.568413	40.2
104.090385488	0.575941	40.3
104.666326531	0.546553	40.4
105.212879819	0.669501	41.1
105.882380952	0.537574	41.2
106.419954649	0.559388	41.3
106.979342404	0.722517	41.4
107.701859410	0.638141	42.1
108.340000000	0.525306	42.2
108.865306122	0.587755	42.3
109.453061224	0.553605	42.4
110.006666667	0.741179	43.1
110.747845805	0.549977	43.2
111.297823129	0.538209	43.3
111.836031746	0.512268	43.4
112.348299320	0.600113	44.1
112.948412698	0.505805	44.2
113.454217687	0.693628	44.3
114.147845805	0.783673	44.4
114.931519274	1.00181	45.1
115.933333333	0.493333	45.2
116.426666667	0.570748	45.3
116.997414966	0.661247	45.4
117.658662132	0.821338	46.1
118.480000000	0.493243	46.2
118.973242630	0.528345	46.3
119.501587302	0.665079	46.4
120.166666667	0.925397	47.1
121.092063492	0.486168	47.2
121.578231293	0.571134	47.3
